id,language,domain,template_html,title,source,license_redistribution_note
236,zh,Business,zh/html/236.html,产品定价分析表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
237,zh,Workplace / HR,zh/html/237.html,人员增补申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
238,zh,Business,zh/html/238.html,产品行销分析表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
239,zh,Healthcare,zh/html/239.html,不良事件报告记录,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
240,zh,Workplace / HR,zh/html/240.html,员工离职通知书,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
241,zh,Business,zh/html/241.html,店务日报表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
242,zh,Workplace / HR,zh/html/242.html,员工招聘申请书,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
243,zh,Workplace / HR,zh/html/243.html,员工申请退休表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
244,zh,Workplace / HR,zh/html/244.html,新员工工资核定表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
245,zh,Business,zh/html/245.html,客户信用调查表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
246,zh,Workplace / HR,zh/html/246.html,职员工作表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
247,zh,Finance,zh/html/247.html,国外出差费用明细报告书,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
248,zh,Business,zh/html/248.html,会议决定事项实施管理表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
249,zh,Workplace / HR,zh/html/249.html,进厂联络单,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
250,zh,Workplace / HR,zh/html/250.html,行政办公职位规范表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
251,zh,Workplace / HR,zh/html/251.html,面试者个人资料登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
252,zh,Workplace / HR,zh/html/252.html,应聘报名表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
253,zh,Workplace / HR,zh/html/253.html,个人履历表模版,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
254,zh,Workplace / HR,zh/html/254.html,员工到职单,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
255,zh,Workplace / HR,zh/html/255.html,应聘人员登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
256,zh,Workplace / HR,zh/html/256.html,面试登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
257,zh,Education,zh/html/257.html,安全生产法律法规培训考核记录,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
258,zh,Education,zh/html/258.html,成都中医药大学离、退休教职工因私出国(境)审批表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
259,zh,Gov. & Public Svc.,zh/html/259.html,中国铁道学会经济规划委员会委员推荐表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
260,zh,Healthcare,zh/html/260.html,医院护士交接班记录表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
261,zh,Workplace / HR,zh/html/261.html,员工公司加班申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
262,zh,Workplace / HR,zh/html/262.html,应聘人员登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
263,zh,Workplace / HR,zh/html/263.html,员工入职申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
264,zh,Workplace / HR,zh/html/264.html,应聘人员登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
265,zh,Workplace / HR,zh/html/265.html,应聘人员登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
266,zh,Workplace / HR,zh/html/266.html,员工履历表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
267,zh,Workplace / HR,zh/html/267.html,员工入职表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
268,zh,Workplace / HR,zh/html/268.html,面试评估表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
269,zh,Workplace / HR,zh/html/269.html,应聘人员登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
270,zh,Workplace / HR,zh/html/270.html,应聘人员登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
271,zh,Workplace / HR,zh/html/271.html,应聘人员登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
272,zh,Workplace / HR,zh/html/272.html,应 聘 信 息 登 记 表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
273,zh,Workplace / HR,zh/html/273.html,人员应聘登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
274,zh,Workplace / HR,zh/html/274.html,员工离职表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
275,zh,Workplace / HR,zh/html/275.html,公司员工入职表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
276,zh,Workplace / HR,zh/html/276.html,员工入职审批表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
277,zh,Workplace / HR,zh/html/277.html,变更工资申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
278,zh,Workplace / HR,zh/html/278.html,入职申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
279,zh,Healthcare,zh/html/279.html,学生健康体检表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
280,zh,Workplace / HR,zh/html/280.html,员工入职登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
281,zh,Workplace / HR,zh/html/281.html,员工离职审批表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
282,zh,Workplace / HR,zh/html/282.html,员工离职申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
283,zh,Business,zh/html/283.html,不动产销售日报,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
284,zh,Workplace / HR,zh/html/284.html,入 职 登 记 表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
285,zh,Healthcare,zh/html/285.html,人员体格检查表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
286,zh,Business,zh/html/286.html,工作交接表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
287,zh,Workplace / HR,zh/html/287.html,人事调动交接明细表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
288,zh,Business,zh/html/288.html,XX公司档案保存年限表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
289,zh,Business,zh/html/289.html,月生产计划统计表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
290,zh,Workplace / HR,zh/html/290.html,员工离职结算明细表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
291,zh,Workplace / HR,zh/html/291.html,试用期员工转正考核表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
292,zh,Workplace / HR,zh/html/292.html,入职信息登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
293,zh,Workplace / HR,zh/html/293.html,员工离职交接表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
294,zh,Workplace / HR,zh/html/294.html,辞职申请/审批/交接表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
295,zh,Workplace / HR,zh/html/295.html,离职手续办理表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
296,zh,Workplace / HR,zh/html/296.html,员工个人简历表格,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
297,zh,Workplace / HR,zh/html/297.html,入职登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
298,zh,Workplace / HR,zh/html/298.html,人事离职表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
299,zh,Workplace / HR,zh/html/299.html,周工作总结计划表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
300,zh,Workplace / HR,zh/html/300.html,请假申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
301,zh,Workplace / HR,zh/html/301.html,公司员工资料卡,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
302,zh,Gov. & Public Svc.,zh/html/302.html,纳税人开票表格,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
303,zh,Business,zh/html/303.html,产品修改申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
304,zh,Workplace / HR,zh/html/304.html,员工离职申请审批表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
305,zh,Education,zh/html/305.html,外请讲师审批表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
306,zh,Workplace / HR,zh/html/306.html,应聘人员信息登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
307,zh,Business,zh/html/307.html,店铺培训计划表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
308,zh,Workplace / HR,zh/html/308.html,员工离职移交结算表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
309,zh,Workplace / HR,zh/html/309.html,新员工个人绩效计划表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
310,zh,Workplace / HR,zh/html/310.html,部门培训申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
311,zh,Workplace / HR,zh/html/311.html,工作奖金核定表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
312,zh,Business,zh/html/312.html,客 户 调 查 表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
313,zh,Workplace / HR,zh/html/313.html,人员需求表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
314,zh,Healthcare,zh/html/314.html,健康体检表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
315,zh,Healthcare,zh/html/315.html,医院体检表格,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
316,zh,Workplace / HR,zh/html/316.html,面试登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
317,zh,Workplace / HR,zh/html/317.html,个人简历,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
318,zh,Workplace / HR,zh/html/318.html,基本信息登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
319,zh,Workplace / HR,zh/html/319.html,员工履历书,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
320,zh,Workplace / HR,zh/html/320.html,入职申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
321,zh,Education,zh/html/321.html,学生个人信息登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
322,zh,Workplace / HR,zh/html/322.html,公司员工入职表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
323,zh,Workplace / HR,zh/html/323.html,个人简历信息表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
324,zh,Workplace / HR,zh/html/324.html,个人简历,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
325,zh,Workplace / HR,zh/html/325.html,个人求职简历表格,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
326,zh,Workplace / HR,zh/html/326.html,招聘简历登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
327,zh,Workplace / HR,zh/html/327.html,面试登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
328,zh,Workplace / HR,zh/html/328.html,个人信息模版,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
329,zh,Workplace / HR,zh/html/329.html,个人信息登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
330,zh,Workplace / HR,zh/html/330.html,新员工入职申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
331,zh,Workplace / HR,zh/html/331.html,员工入职登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
332,zh,Workplace / HR,zh/html/332.html,员工入职登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
333,zh,Education,zh/html/333.html,小升初信息登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
334,zh,Workplace / HR,zh/html/334.html,个人信息登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
335,zh,Workplace / HR,zh/html/335.html,员工入职个人信息登记表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
336,zh,Workplace / HR,zh/html/336.html,员工入职表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
337,zh,Education,zh/html/337.html,第十二中学足球运动员注册表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
338,zh,Business,zh/html/338.html,工程报价单,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
339,zh,Workplace / HR,zh/html/339.html,解除(终止)劳动合同证明,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
340,zh,Finance,zh/html/340.html,工程款对账单,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
341,zh,Workplace / HR,zh/html/341.html,员工转正申请表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
342,zh,Workplace / HR,zh/html/342.html,政府劳动合同,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
343,zh,Business,zh/html/343.html,项目验收表,Source Websites: Ooopic (https://so.ooopic.com/); 51miz (https://www.51miz.com/); 58pic (https://www.58pic.com/); Ibaotu (https://ibaotu.com/),Source-site terms apply. Original source document is not redistributed by NEST.
